STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total Crime,Region
GUJARAT,PORBANDAR,2001,6,5,0,10,0,64,0,85,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2001,5,38,3,19,12,199,0,276,WESTERN REGION
GUJARAT,RAJKOT RURAL,2001,20,35,2,45,3,206,0,311,WESTERN REGION
GUJARAT,SURAT RURAL,2001,26,16,0,11,0,34,0,87,WESTERN REGION
GUJARAT,SURENDRANAGAR,2001,11,24,2,45,3,75,0,160,WESTERN REGION
GUJARAT,VADODARA COMMR.,2001,3,32,0,11,10,90,0,146,WESTERN REGION
GUJARAT,VALSAD,2001,9,11,0,10,0,50,0,80,WESTERN REGION
GUJARAT,W.RLY,2001,1,0,0,7,0,7,0,15,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2002,7,11,7,17,1,66,0,109,WESTERN REGION
GUJARAT,AMRELI,2002,4,23,0,18,1,95,0,141,WESTERN REGION
GUJARAT,BHARUCH,2002,7,23,0,26,0,52,0,108,WESTERN REGION
GUJARAT,HIMATNAGAR,2002,11,37,1,55,0,138,0,242,WESTERN REGION
GUJARAT,JAMNAGAR,2002,25,30,5,19,4,176,0,259,WESTERN REGION
GUJARAT,KHEDA NORTH,2002,9,29,0,41,0,104,0,183,WESTERN REGION
GUJARAT,KUTCH,2002,3,35,2,29,1,174,0,244,WESTERN REGION
GUJARAT,MEHSANA,2002,13,36,0,40,4,170,0,263,WESTERN REGION
GUJARAT,NARMADA,2002,7,2,0,6,4,9,0,28,WESTERN REGION
GUJARAT,PALANPUR,2002,16,39,0,58,1,122,0,236,WESTERN REGION
GUJARAT,PATAN,2002,3,28,0,25,0,88,0,144,WESTERN REGION
GUJARAT,PORBANDAR,2002,4,8,3,16,0,53,0,84,WESTERN REGION
GUJARAT,RAJKOT RURAL,2002,15,37,2,44,8,180,0,286,WESTERN REGION
GUJARAT,SURAT COMMR.,2002,18,36,20,18,12,112,0,216,WESTERN REGION
GUJARAT,SURAT RURAL,2002,10,15,0,18,1,43,0,87,WESTERN REGION
GUJARAT,SURENDRANAGAR,2002,13,29,4,40,2,83,0,171,WESTERN REGION
GUJARAT,VADODARA COMMR.,2002,5,28,0,9,7,80,0,129,WESTERN REGION
GUJARAT,VADODARA RURAL,2002,12,42,0,27,0,61,0,142,WESTERN REGION
GUJARAT,VALSAD,2002,3,16,0,12,0,32,0,63,WESTERN REGION
GUJARAT,W.RLY,2002,3,7,0,4,0,5,0,19,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2003,18,96,3,50,30,595,0,792,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2003,3,13,1,18,0,61,0,96,WESTERN REGION
GUJARAT,AHWA-DANG,2003,0,0,0,2,0,3,0,5,WESTERN REGION
GUJARAT,AMRELI,2003,6,28,0,24,1,98,0,157,WESTERN REGION
GUJARAT,ANAND,2003,5,32,0,24,3,130,0,194,WESTERN REGION
GUJARAT,BHARUCH,2003,5,25,0,19,1,69,0,119,WESTERN REGION
GUJARAT,BHAVNAGAR,2003,5,55,6,36,11,126,0,239,WESTERN REGION
GUJARAT,DAHOD,2003,0,19,0,22,0,15,0,56,WESTERN REGION
GUJARAT,GANDHINAGAR,2003,0,28,2,25,2,113,0,170,WESTERN REGION
GUJARAT,HIMATNAGAR,2003,6,44,2,47,1,160,0,260,WESTERN REGION
GUJARAT,JAMNAGAR,2003,10,21,0,20,0,150,0,201,WESTERN REGION
GUJARAT,JUNAGADH,2003,13,41,6,40,8,312,0,420,WESTERN REGION
GUJARAT,KHEDA NORTH,2003,11,46,0,27,0,125,0,209,WESTERN REGION
GUJARAT,KUTCH,2003,7,23,0,26,4,165,0,225,WESTERN REGION
GUJARAT,MEHSANA,2003,7,52,0,34,1,207,0,301,WESTERN REGION
GUJARAT,NARMADA,2003,4,3,0,4,0,7,0,18,WESTERN REGION
GUJARAT,NAVSARI,2003,2,9,0,6,0,15,0,32,WESTERN REGION
GUJARAT,PALANPUR,2003,20,39,0,47,1,135,0,242,WESTERN REGION
GUJARAT,PANCHMAHAL,2003,11,31,0,34,2,74,0,152,WESTERN REGION
GUJARAT,PATAN,2003,2,15,0,21,0,112,0,150,WESTERN REGION
GUJARAT,PORBANDAR,2003,1,5,0,7,1,44,0,58,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2003,5,30,5,8,13,158,0,219,WESTERN REGION
GUJARAT,RAJKOT RURAL,2003,14,38,4,35,4,174,0,269,WESTERN REGION
GUJARAT,SURAT COMMR.,2003,25,40,19,17,2,126,0,229,WESTERN REGION
GUJARAT,SURAT RURAL,2003,11,9,0,21,0,204,0,245,WESTERN REGION
GUJARAT,SURENDRANAGAR,2003,16,25,6,42,2,53,0,144,WESTERN REGION
GUJARAT,VADODARA COMMR.,2003,8,31,0,17,5,136,0,197,WESTERN REGION
GUJARAT,VADODARA RURAL,2003,14,49,0,33,0,76,0,172,WESTERN REGION
GUJARAT,VALSAD,2003,5,10,0,7,0,37,0,59,WESTERN REGION
GUJARAT,W.RLY,2003,2,2,0,9,0,4,0,17,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2004,40,122,10,63,20,768,0,1023,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2004,12,28,1,22,0,65,0,128,WESTERN REGION
GUJARAT,AHWA-DANG,2004,2,0,0,3,0,3,0,8,WESTERN REGION
GUJARAT,AMRELI,2004,5,23,1,26,3,116,0,174,WESTERN REGION
GUJARAT,ANAND,2004,12,39,0,24,3,116,0,194,WESTERN REGION
GUJARAT,BHARUCH,2004,14,16,0,27,4,65,0,126,WESTERN REGION
GUJARAT,BHAVNAGAR,2004,22,60,0,41,74,137,0,334,WESTERN REGION
GUJARAT,DAHOD,2004,9,23,0,26,0,20,0,78,WESTERN REGION
GUJARAT,GANDHINAGAR,2004,8,11,2,16,3,90,0,130,WESTERN REGION
GUJARAT,HIMATNAGAR,2004,10,43,0,61,0,204,0,318,WESTERN REGION
GUJARAT,JAMNAGAR,2004,8,27,0,26,4,171,0,236,WESTERN REGION
GUJARAT,JUNAGADH,2004,9,41,13,49,9,368,0,489,WESTERN REGION
GUJARAT,KHEDA NORTH,2004,8,22,0,27,0,139,0,196,WESTERN REGION
GUJARAT,KUTCH,2004,13,34,1,26,0,217,0,291,WESTERN REGION
GUJARAT,MEHSANA,2004,4,47,2,25,0,185,0,263,WESTERN REGION
GUJARAT,NARMADA,2004,6,7,0,2,0,10,0,25,WESTERN REGION
GUJARAT,NAVSARI,2004,5,7,1,5,0,19,0,37,WESTERN REGION
GUJARAT,PALANPUR,2004,21,36,0,33,1,133,0,224,WESTERN REGION
GUJARAT,PANCHMAHAL,2004,7,28,0,33,3,70,0,141,WESTERN REGION
GUJARAT,PATAN,2004,6,27,0,19,0,103,0,155,WESTERN REGION
GUJARAT,PORBANDAR,2004,1,4,0,5,0,41,0,51,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2004,9,32,4,10,10,184,0,249,WESTERN REGION
GUJARAT,RAJKOT RURAL,2004,17,41,3,47,4,265,0,377,WESTERN REGION
GUJARAT,SURAT COMMR.,2004,24,47,17,21,6,102,0,217,WESTERN REGION
GUJARAT,SURAT RURAL,2004,14,13,3,11,2,33,0,76,WESTERN REGION
GUJARAT,SURENDRANAGAR,2004,13,23,0,35,0,63,0,134,WESTERN REGION
GUJARAT,VADODARA COMMR.,2004,6,34,0,10,8,140,0,198,WESTERN REGION
GUJARAT,VADODARA RURAL,2004,22,54,0,43,0,84,0,203,WESTERN REGION
GUJARAT,VALSAD,2004,9,16,0,12,0,40,0,77,WESTERN REGION
GUJARAT,W.RLY,2004,3,0,0,9,10,4,0,26,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2005,35,136,1,54,26,745,0,997,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2005,7,26,0,15,0,72,0,120,WESTERN REGION
GUJARAT,AHWA-DANG,2005,5,0,0,5,0,5,0,15,WESTERN REGION
GUJARAT,AMRELI,2005,11,47,2,18,1,127,0,206,WESTERN REGION
GUJARAT,ANAND,2005,7,20,1,28,2,97,0,155,WESTERN REGION
GUJARAT,BHARUCH,2005,8,15,0,16,5,46,0,90,WESTERN REGION
GUJARAT,BHAVNAGAR,2005,14,70,3,79,33,216,0,415,WESTERN REGION
GUJARAT,DAHOD,2005,9,26,0,28,0,28,0,91,WESTERN REGION
GUJARAT,GANDHINAGAR,2005,9,20,4,8,4,101,0,146,WESTERN REGION
GUJARAT,HIMATNAGAR,2005,12,31,0,42,0,147,0,232,WESTERN REGION
GUJARAT,JAMNAGAR,2005,14,15,0,15,3,188,0,235,WESTERN REGION
GUJARAT,JUNAGADH,2005,13,32,5,54,9,421,0,534,WESTERN REGION
GUJARAT,KHEDA NORTH,2005,14,29,0,39,0,155,0,237,WESTERN REGION
GUJARAT,KUTCH,2005,9,36,4,42,2,234,0,327,WESTERN REGION
GUJARAT,MEHSANA,2005,6,47,1,25,0,221,0,300,WESTERN REGION
GUJARAT,NARMADA,2005,6,1,0,2,0,4,0,13,WESTERN REGION
GUJARAT,NAVSARI,2005,6,5,2,3,0,31,0,47,WESTERN REGION
GUJARAT,PALANPUR,2005,11,21,1,26,0,79,0,138,WESTERN REGION
GUJARAT,PANCHMAHAL,2005,12,28,1,75,3,86,0,205,WESTERN REGION
GUJARAT,PATAN,2005,6,19,0,24,0,111,0,160,WESTERN REGION
GUJARAT,PORBANDAR,2005,1,8,1,5,0,36,0,51,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2005,7,33,0,7,7,153,0,207,WESTERN REGION
GUJARAT,RAJKOT RURAL,2005,18,48,4,39,1,278,0,388,WESTERN REGION
GUJARAT,SURAT COMMR.,2005,23,72,12,50,4,190,0,351,WESTERN REGION
GUJARAT,SURAT RURAL,2005,9,14,5,4,0,23,0,55,WESTERN REGION
GUJARAT,SURENDRANAGAR,2005,13,31,0,36,1,90,0,171,WESTERN REGION
GUJARAT,VADODARA COMMR.,2005,5,26,0,13,2,136,0,182,WESTERN REGION
GUJARAT,VADODARA RURAL,2005,21,36,0,25,0,38,0,120,WESTERN REGION
GUJARAT,VALSAD,2005,11,20,1,17,0,31,0,80,WESTERN REGION
GUJARAT,W.RLY,2005,2,4,0,8,1,1,0,16,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2006,46,146,4,72,22,956,0,1246,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2006,10,27,0,31,0,92,0,160,WESTERN REGION
GUJARAT,AHWA-DANG,2006,3,0,0,6,0,11,0,20,WESTERN REGION
GUJARAT,AMRELI,2006,15,30,3,20,0,112,0,180,WESTERN REGION
GUJARAT,ANAND,2006,14,30,0,30,5,141,0,220,WESTERN REGION
GUJARAT,BHARUCH,2006,7,6,0,8,0,66,0,87,WESTERN REGION
GUJARAT,BHAVNAGAR,2006,26,116,7,101,61,285,0,596,WESTERN REGION
GUJARAT,DAHOD,2006,0,19,0,11,0,39,0,69,WESTERN REGION
GUJARAT,GANDHINAGAR,2006,14,20,0,17,6,119,0,176,WESTERN REGION
GUJARAT,HIMATNAGAR,2006,11,32,0,25,0,151,0,219,WESTERN REGION
GUJARAT,JAMNAGAR,2006,13,18,0,14,11,206,0,262,WESTERN REGION
GUJARAT,JUNAGADH,2006,6,44,3,38,4,415,0,510,WESTERN REGION
GUJARAT,KHEDA NORTH,2006,17,34,0,22,0,204,0,277,WESTERN REGION
GUJARAT,KUTCH,2006,19,41,3,37,0,343,0,443,WESTERN REGION
GUJARAT,MEHSANA,2006,6,36,3,28,0,219,0,292,WESTERN REGION
GUJARAT,NARMADA,2006,2,6,0,6,0,10,0,24,WESTERN REGION
GUJARAT,NAVSARI,2006,2,7,0,4,0,38,0,51,WESTERN REGION
GUJARAT,PALANPUR,2006,22,35,1,43,0,188,0,289,WESTERN REGION
GUJARAT,PANCHMAHAL,2006,6,42,0,24,0,101,0,173,WESTERN REGION
GUJARAT,PATAN,2006,10,11,0,25,0,147,0,193,WESTERN REGION
GUJARAT,PORBANDAR,2006,2,6,1,1,0,45,0,55,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2006,4,18,1,5,12,165,0,205,WESTERN REGION
GUJARAT,RAJKOT RURAL,2006,21,33,1,34,5,300,0,394,WESTERN REGION
GUJARAT,SURAT COMMR.,2006,31,86,22,46,6,249,0,440,WESTERN REGION
GUJARAT,SURAT RURAL,2006,11,8,0,11,0,40,0,70,WESTERN REGION
GUJARAT,SURENDRANAGAR,2006,17,20,1,34,2,81,0,155,WESTERN REGION
GUJARAT,VADODARA COMMR.,2006,6,42,0,17,2,181,0,248,WESTERN REGION
GUJARAT,VADODARA RURAL,2006,10,16,0,10,1,39,0,76,WESTERN REGION
GUJARAT,VALSAD,2006,1,12,0,10,0,32,0,55,WESTERN REGION
GUJARAT,W.RLY,2006,2,4,0,6,1,2,0,15,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2007,37,147,4,104,13,1221,0,1526,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2007,6,46,0,22,0,172,0,246,WESTERN REGION
GUJARAT,AHWA-DANG,2007,5,0,0,5,0,7,0,17,WESTERN REGION
GUJARAT,AMRELI,2007,7,49,0,20,0,162,0,238,WESTERN REGION
GUJARAT,ANAND,2007,10,53,0,22,2,170,0,257,WESTERN REGION
GUJARAT,BHARUCH,2007,8,14,0,18,4,68,0,112,WESTERN REGION
GUJARAT,BHAVNAGAR,2007,18,90,1,94,35,280,0,518,WESTERN REGION
GUJARAT,DAHOD,2007,8,32,0,25,1,56,0,122,WESTERN REGION
GUJARAT,GANDHINAGAR,2007,12,17,1,17,2,170,0,219,WESTERN REGION
GUJARAT,HIMATNAGAR,2007,5,34,0,33,0,197,0,269,WESTERN REGION
GUJARAT,JAMNAGAR,2007,11,21,0,15,4,245,0,296,WESTERN REGION
GUJARAT,JUNAGADH,2007,13,46,1,42,11,419,0,532,WESTERN REGION
GUJARAT,KHEDA NORTH,2007,10,34,0,31,0,154,0,229,WESTERN REGION
GUJARAT,KUTCH,2007,10,27,2,20,4,255,0,318,WESTERN REGION
GUJARAT,MEHSANA,2007,6,45,2,23,0,276,0,352,WESTERN REGION
GUJARAT,NARMADA,2007,6,4,0,8,0,13,0,31,WESTERN REGION
GUJARAT,NAVSARI,2007,2,11,0,3,0,23,0,39,WESTERN REGION
GUJARAT,PALANPUR,2007,19,51,2,65,0,256,0,393,WESTERN REGION
GUJARAT,PANCHMAHAL,2007,16,42,0,33,0,124,0,215,WESTERN REGION
GUJARAT,PATAN,2007,6,41,0,33,0,178,0,258,WESTERN REGION
GUJARAT,PORBANDAR,2007,1,7,0,4,0,59,0,71,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2007,4,36,3,17,22,240,0,322,WESTERN REGION
GUJARAT,RAJKOT RURAL,2007,25,51,4,26,1,234,0,341,WESTERN REGION
GUJARAT,SURAT COMMR.,2007,24,80,21,44,8,332,0,509,WESTERN REGION
GUJARAT,SURAT RURAL,2007,4,6,1,5,0,37,0,53,WESTERN REGION
GUJARAT,SURENDRANAGAR,2007,17,28,0,48,5,119,0,217,WESTERN REGION
GUJARAT,VADODARA COMMR.,2007,8,37,0,11,8,268,0,332,WESTERN REGION
GUJARAT,VADODARA RURAL,2007,10,37,0,21,0,63,0,131,WESTERN REGION
GUJARAT,VALSAD,2007,8,2,0,6,0,25,0,41,WESTERN REGION
GUJARAT,W.RLY,2007,0,1,0,7,0,4,0,12,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2008,44,137,1,78,19,1185,0,1464,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2008,3,35,1,16,0,67,0,122,WESTERN REGION
GUJARAT,AHWA-DANG,2008,3,2,0,2,0,11,0,18,WESTERN REGION
GUJARAT,AMRELI,2008,8,58,0,31,3,128,0,228,WESTERN REGION
GUJARAT,ANAND,2008,11,45,0,25,2,170,0,253,WESTERN REGION
GUJARAT,BHARUCH,2008,13,29,0,13,2,114,0,171,WESTERN REGION
GUJARAT,BHAVNAGAR,2008,9,80,0,69,51,197,0,406,WESTERN REGION
GUJARAT,DAHOD,2008,13,40,0,33,0,63,0,149,WESTERN REGION
GUJARAT,GANDHINAGAR,2008,8,35,3,18,2,200,0,266,WESTERN REGION
GUJARAT,HIMATNAGAR,2008,16,34,0,22,0,217,0,289,WESTERN REGION
GUJARAT,JAMNAGAR,2008,17,25,0,14,1,239,0,296,WESTERN REGION
GUJARAT,JUNAGADH,2008,5,43,3,66,3,456,0,576,WESTERN REGION
GUJARAT,KHEDA NORTH,2008,8,39,0,40,0,219,0,306,WESTERN REGION
GUJARAT,KUTCH,2008,16,42,1,26,6,334,0,425,WESTERN REGION
GUJARAT,MEHSANA,2008,9,48,0,33,1,289,0,380,WESTERN REGION
GUJARAT,NARMADA,2008,7,7,0,8,1,12,0,35,WESTERN REGION
GUJARAT,NAVSARI,2008,2,4,0,1,1,5,0,13,WESTERN REGION
GUJARAT,PALANPUR,2008,37,43,1,34,0,201,0,316,WESTERN REGION
GUJARAT,PANCHMAHAL,2008,8,53,0,29,2,148,0,240,WESTERN REGION
GUJARAT,PATAN,2008,19,24,0,29,0,157,0,229,WESTERN REGION
GUJARAT,PORBANDAR,2008,3,11,0,5,0,48,0,67,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2008,12,40,1,30,19,312,0,414,WESTERN REGION
GUJARAT,RAJKOT RURAL,2008,24,42,4,45,2,293,0,410,WESTERN REGION
GUJARAT,SURAT COMMR.,2008,28,79,11,54,2,472,0,646,WESTERN REGION
GUJARAT,SURAT RURAL,2008,3,5,0,7,0,30,0,45,WESTERN REGION
GUJARAT,SURENDRANAGAR,2008,21,38,0,50,1,133,0,243,WESTERN REGION
GUJARAT,TAPI,2008,3,2,0,2,0,6,0,13,WESTERN REGION
GUJARAT,VADODARA COMMR.,2008,7,30,0,16,3,268,0,324,WESTERN REGION
GUJARAT,VADODARA RURAL,2008,11,37,0,21,0,87,0,156,WESTERN REGION
GUJARAT,VALSAD,2008,4,9,0,6,0,32,0,51,WESTERN REGION
GUJARAT,W.RLY,2008,2,3,1,5,1,1,0,13,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2009,63,132,5,74,18,1169,0,1461,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2009,9,38,1,17,0,131,0,196,WESTERN REGION
GUJARAT,AHWA-DANG,2009,3,0,0,2,0,4,0,9,WESTERN REGION
GUJARAT,AMRELI,2009,8,50,1,21,4,131,0,215,WESTERN REGION
GUJARAT,ANAND,2009,13,35,0,29,3,231,0,311,WESTERN REGION
GUJARAT,BHARUCH,2009,18,25,0,22,3,113,0,181,WESTERN REGION
GUJARAT,BHAVNAGAR,2009,9,64,0,41,42,157,0,313,WESTERN REGION
GUJARAT,DAHOD,2009,10,40,0,22,0,50,0,122,WESTERN REGION
GUJARAT,GANDHINAGAR,2009,7,28,0,10,3,174,0,222,WESTERN REGION
GUJARAT,HIMATNAGAR,2009,15,35,0,23,0,208,0,281,WESTERN REGION
GUJARAT,JAMNAGAR,2009,17,20,1,18,3,241,0,300,WESTERN REGION
GUJARAT,JUNAGADH,2009,14,60,1,48,10,473,0,606,WESTERN REGION
GUJARAT,KHEDA NORTH,2009,15,31,0,27,0,102,0,175,WESTERN REGION
GUJARAT,KUTCH,2009,10,34,0,27,2,242,0,315,WESTERN REGION
GUJARAT,MEHSANA,2009,10,50,0,23,1,154,0,238,WESTERN REGION
GUJARAT,NARMADA,2009,6,3,0,6,0,10,0,25,WESTERN REGION
GUJARAT,NAVSARI,2009,4,1,0,0,1,31,0,37,WESTERN REGION
GUJARAT,PALANPUR,2009,26,87,0,55,1,217,0,386,WESTERN REGION
GUJARAT,PANCHMAHAL,2009,15,51,0,27,3,147,0,243,WESTERN REGION
GUJARAT,PATAN,2009,19,20,0,43,0,136,0,218,WESTERN REGION
GUJARAT,PORBANDAR,2009,3,17,0,2,2,53,0,77,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2009,8,38,1,19,8,271,0,345,WESTERN REGION
GUJARAT,RAJKOT RURAL,2009,28,52,5,32,3,279,0,399,WESTERN REGION
GUJARAT,SURAT COMMR.,2009,28,74,9,34,2,351,0,498,WESTERN REGION
GUJARAT,SURAT RURAL,2009,10,12,0,4,0,21,0,47,WESTERN REGION
GUJARAT,SURENDRANAGAR,2009,18,54,0,39,3,120,0,234,WESTERN REGION
GUJARAT,TAPI,2009,7,4,0,0,0,7,0,18,WESTERN REGION
GUJARAT,VADODARA COMMR.,2009,6,28,0,17,0,178,0,229,WESTERN REGION
GUJARAT,VADODARA RURAL,2009,23,66,0,35,0,75,0,199,WESTERN REGION
GUJARAT,VALSAD,2009,10,12,0,5,0,27,0,54,WESTERN REGION
GUJARAT,W.RLY,2009,1,1,0,5,2,3,0,12,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2010,49,177,12,73,9,1230,0,1550,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2010,8,41,0,14,0,113,0,176,WESTERN REGION
GUJARAT,AHWA-DANG,2010,1,0,0,0,0,2,0,3,WESTERN REGION
GUJARAT,AMRELI,2010,10,61,0,25,9,162,0,267,WESTERN REGION
GUJARAT,ANAND,2010,15,39,0,27,3,190,0,274,WESTERN REGION
GUJARAT,BHARUCH,2010,9,23,0,18,4,2,0,56,WESTERN REGION
GUJARAT,BHAVNAGAR,2010,8,58,0,32,42,177,0,317,WESTERN REGION
GUJARAT,CID CRIME,2010,1,0,0,0,0,0,0,1,WESTERN REGION
GUJARAT,DAHOD,2010,3,51,0,15,0,7,0,76,WESTERN REGION
GUJARAT,GANDHINAGAR,2010,13,27,1,11,4,152,0,208,WESTERN REGION
GUJARAT,HIMATNAGAR,2010,18,50,0,26,2,240,0,336,WESTERN REGION
GUJARAT,JAMNAGAR,2010,14,25,0,27,2,232,0,300,WESTERN REGION
GUJARAT,JUNAGADH,2010,19,63,0,37,8,443,0,570,WESTERN REGION
GUJARAT,KHEDA NORTH,2010,16,59,0,28,0,200,0,303,WESTERN REGION
GUJARAT,KUTCH,2010,8,31,0,18,1,227,0,285,WESTERN REGION
GUJARAT,MEHSANA,2010,8,58,0,27,0,241,0,334,WESTERN REGION
GUJARAT,NARMADA,2010,7,4,0,8,0,5,0,24,WESTERN REGION
GUJARAT,NAVSARI,2010,6,15,0,5,1,34,0,61,WESTERN REGION
GUJARAT,PALANPUR,2010,38,108,1,59,5,293,0,504,WESTERN REGION
GUJARAT,PANCHMAHAL,2010,13,58,0,31,0,188,0,290,WESTERN REGION
GUJARAT,PATAN,2010,11,37,0,32,1,101,0,182,WESTERN REGION
GUJARAT,PORBANDAR,2010,2,9,1,4,3,69,0,88,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2010,12,32,0,14,7,294,0,359,WESTERN REGION
GUJARAT,RAJKOT RURAL,2010,24,60,1,22,5,253,0,365,WESTERN REGION
GUJARAT,SURAT COMMR.,2010,23,63,3,24,1,268,0,382,WESTERN REGION
GUJARAT,SURAT RURAL,2010,6,23,0,4,0,28,0,61,WESTERN REGION
GUJARAT,SURENDRANAGAR,2010,29,27,0,36,2,113,0,207,WESTERN REGION
GUJARAT,TAPI,2010,3,1,0,7,0,17,0,28,WESTERN REGION
GUJARAT,VADODARA COMMR.,2010,7,30,0,18,0,216,0,271,WESTERN REGION
GUJARAT,VADODARA RURAL,2010,16,50,0,18,0,85,0,169,WESTERN REGION
GUJARAT,VALSAD,2010,11,8,0,4,0,15,0,38,WESTERN REGION
GUJARAT,W.RLY,2010,0,2,0,4,1,3,0,10,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2011,60,184,19,83,16,1390,0,1752,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2011,10,71,1,22,0,131,0,235,WESTERN REGION
GUJARAT,AHWA-DANG,2011,1,0,1,1,0,8,0,11,WESTERN REGION
GUJARAT,AMRELI,2011,10,77,0,28,1,143,0,259,WESTERN REGION
GUJARAT,ANAND,2011,10,42,0,20,0,196,0,268,WESTERN REGION
GUJARAT,BHARUCH,2011,13,27,0,9,0,4,0,53,WESTERN REGION
GUJARAT,BHAVNAGAR,2011,8,88,0,35,33,181,0,345,WESTERN REGION
GUJARAT,CID CRIME,2011,0,0,0,0,0,0,0,0,WESTERN REGION
GUJARAT,DAHOD,2011,6,48,0,11,0,14,0,79,WESTERN REGION
GUJARAT,GANDHINAGAR,2011,14,16,0,16,1,132,0,179,WESTERN REGION
GUJARAT,HIMATNAGAR,2011,10,46,0,29,4,229,0,318,WESTERN REGION
GUJARAT,JAMNAGAR,2011,21,51,0,34,8,356,0,470,WESTERN REGION
GUJARAT,JUNAGADH,2011,11,68,1,26,4,423,0,533,WESTERN REGION
GUJARAT,KHEDA NORTH,2011,12,48,0,14,0,132,0,206,WESTERN REGION
GUJARAT,KUTCH (EAST(G)),2011,8,17,2,13,1,137,0,178,WESTERN REGION
GUJARAT,KUTCH (WEST-BHUJ),2011,15,15,0,14,0,108,0,152,WESTERN REGION
GUJARAT,MEHSANA,2011,9,63,2,20,2,242,0,338,WESTERN REGION
GUJARAT,NARMADA,2011,7,4,0,3,0,5,0,19,WESTERN REGION
GUJARAT,NAVSARI,2011,2,10,0,6,2,31,0,51,WESTERN REGION
GUJARAT,PALANPUR,2011,38,87,1,64,1,349,0,540,WESTERN REGION
GUJARAT,PANCHMAHAL,2011,10,57,0,33,0,249,0,349,WESTERN REGION
GUJARAT,PATAN,2011,16,44,0,43,1,156,0,260,WESTERN REGION
GUJARAT,PORBANDAR,2011,6,9,0,1,1,84,0,101,WESTERN REGION
GUJARAT,RAJKOT COMMR.,2011,10,34,0,17,3,246,0,310,WESTERN REGION
GUJARAT,RAJKOT RURAL,2011,23,69,2,21,6,279,0,400,WESTERN REGION
GUJARAT,SURAT COMMR.,2011,36,83,0,34,3,276,0,432,WESTERN REGION
GUJARAT,SURAT RURAL,2011,6,14,0,9,0,55,0,84,WESTERN REGION
GUJARAT,SURENDRANAGAR,2011,19,41,0,28,4,129,0,221,WESTERN REGION
GUJARAT,TAPI,2011,2,2,0,3,0,9,0,16,WESTERN REGION
GUJARAT,VADODARA COMMR.,2011,9,44,1,15,2,240,0,311,WESTERN REGION
GUJARAT,VADODARA RURAL,2011,28,62,0,19,0,95,0,204,WESTERN REGION
GUJARAT,VALSAD,2011,9,19,0,6,0,23,0,57,WESTERN REGION
GUJARAT,W.RLY AHMEDABAD,2011,0,1,0,6,0,0,0,7,WESTERN REGION
GUJARAT,W.RLY VADODARA,2011,0,1,0,2,0,0,0,3,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2012,63,183,11,79,7,1448,0,1791,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2012,5,67,0,33,0,163,0,268,WESTERN REGION
GUJARAT,AHWA-DANG,2012,1,1,0,1,1,8,0,12,WESTERN REGION
GUJARAT,AMRELI,2012,10,75,0,20,7,146,0,258,WESTERN REGION
GUJARAT,ANAND,2012,9,53,0,22,1,188,0,273,WESTERN REGION
GUJARAT,BHARUCH,2012,12,22,0,19,1,0,0,54,WESTERN REGION
GUJARAT,BHAVNAGAR,2012,13,96,0,30,42,221,0,402,WESTERN REGION
GUJARAT,CID CRIME,2012,1,0,0,0,0,0,0,1,WESTERN REGION
GUJARAT,DAHOD,2012,10,67,0,17,0,7,0,101,WESTERN REGION
GUJARAT,GANDHINAGAR,2012,20,26,0,10,1,159,0,216,WESTERN REGION
GUJARAT,HIMATNAGAR,2012,10,55,0,22,4,249,0,340,WESTERN REGION
