STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total Crime,Region
MANIPUR,SENAPATI,2009,1,0,0,1,0,0,0,2,EASTERN REGION
MANIPUR,TAMENGLONG,2009,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,THOUBAL,2009,9,23,0,6,1,12,0,51,EASTERN REGION
MANIPUR,UKHRUL,2009,1,0,0,0,0,0,0,1,EASTERN REGION
MANIPUR,BISHNUPUR,2010,6,12,0,7,0,4,0,29,EASTERN REGION
MANIPUR,CHANDEL,2010,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,CHURACHANDPUR,2010,1,0,0,0,0,0,0,1,EASTERN REGION
MANIPUR,CID,2010,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,IMPHAL EAST,2010,6,23,0,4,0,3,0,36,EASTERN REGION
MANIPUR,IMPHAL WEST,2010,10,45,0,12,0,3,0,70,EASTERN REGION
MANIPUR,SENAPATI,2010,1,2,0,0,0,0,0,3,EASTERN REGION
MANIPUR,TAMENGLONG,2010,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,THOUBAL,2010,9,25,0,8,0,8,0,50,EASTERN REGION
MANIPUR,UKHRUL,2010,1,0,0,0,0,0,0,1,EASTERN REGION
MANIPUR,BISHNUPUR,2011,2,11,0,11,0,3,0,27,EASTERN REGION
MANIPUR,CHANDEL,2011,1,0,0,0,0,0,0,1,EASTERN REGION
MANIPUR,CHURACHANDPUR,2011,0,3,0,0,0,1,0,4,EASTERN REGION
MANIPUR,CID,2011,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,IMPHAL EAST,2011,11,28,0,7,0,8,0,54,EASTERN REGION
MANIPUR,IMPHAL WEST,2011,17,45,1,11,0,8,0,82,EASTERN REGION
MANIPUR,SENAPATI,2011,0,1,0,0,0,0,0,1,EASTERN REGION
MANIPUR,TAMENGLONG,2011,0,0,0,1,0,0,0,1,EASTERN REGION
MANIPUR,THOUBAL,2011,21,28,0,8,0,19,0,76,EASTERN REGION
MANIPUR,UKHRUL,2011,1,0,0,0,0,0,0,1,EASTERN REGION
MANIPUR,BISHNUPUR,2012,11,7,0,3,0,4,0,25,EASTERN REGION
MANIPUR,CHANDEL,2012,0,1,0,1,0,0,0,2,EASTERN REGION
MANIPUR,CHURACHANDPUR,2012,1,1,0,1,0,1,0,4,EASTERN REGION
MANIPUR,CID,2012,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,IMPHAL EAST,2012,10,36,0,10,0,11,0,67,EASTERN REGION
MANIPUR,IMPHAL WEST,2012,18,47,0,21,0,9,0,95,EASTERN REGION
MANIPUR,SENAPATI,2012,2,3,0,1,0,0,0,6,EASTERN REGION
MANIPUR,TAMENGLONG,2012,1,1,0,0,0,0,0,2,EASTERN REGION
MANIPUR,THOUBAL,2012,20,37,0,12,1,17,0,87,EASTERN REGION
MANIPUR,UKHRUL,2012,0,0,0,0,0,1,0,1,EASTERN REGION
MANIPUR,BISHNUPUR,2013,7,4,0,3,0,1,0,15,EASTERN REGION
MANIPUR,CHANDEL,2013,1,2,0,0,0,0,0,3,EASTERN REGION
MANIPUR,CHURACHANDPUR,2013,0,3,0,2,0,0,0,5,EASTERN REGION
MANIPUR,CID,2013,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,IMPHAL EAST,2013,12,34,0,9,0,8,0,63,EASTERN REGION
MANIPUR,IMPHAL WEST,2013,26,42,0,34,0,9,0,111,EASTERN REGION
MANIPUR,THOUBAL,2013,24,32,0,9,0,9,0,74,EASTERN REGION
MANIPUR,UKHRUL,2013,2,3,0,1,0,1,0,7,EASTERN REGION
MANIPUR,BISHNUPUR,2014,9,8,0,6,0,3,0,26,EASTERN REGION
MANIPUR,CHANDEL,2014,0,0,0,1,0,0,0,1,EASTERN REGION
MANIPUR,CHURACHANDPUR,2014,5,3,0,3,0,0,0,11,EASTERN REGION
MANIPUR,IMPHAL EAST,2014,20,17,1,7,0,8,0,53,EASTERN REGION
MANIPUR,IMPHAL WEST,2014,20,36,0,44,0,14,0,114,EASTERN REGION
MANIPUR,SENAPATI,2014,1,1,0,2,0,0,0,4,EASTERN REGION
MANIPUR,TAMENGLONG,2014,0,4,0,0,0,0,0,4,EASTERN REGION
MANIPUR,THOUBAL,2014,19,51,0,35,0,16,0,121,EASTERN REGION
MANIPUR,UKHRUL,2014,1,1,0,0,0,0,0,2,EASTERN REGION
MANIPUR,BISHNUPUR,2015,10,12,0,9,0,10,0,41,EASTERN REGION
MANIPUR,CHANDEL,2015,0,1,0,0,0,1,0,2,EASTERN REGION
MANIPUR,C. I. D.,2015,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,IMPHAL EAST,2015,11,17,0,23,2,5,0,58,EASTERN REGION
MANIPUR,IMPHAL WEST,2015,13,34,0,43,0,13,0,103,EASTERN REGION
MANIPUR,SENAPATI,2015,0,2,0,0,0,0,0,2,EASTERN REGION
MANIPUR,TAMENGLONG,2015,0,0,0,0,0,0,0,0,EASTERN REGION
MANIPUR,THOUBAL,2015,9,28,0,9,0,10,0,56,EASTERN REGION
MANIPUR,UKHRUL,2015,1,0,0,0,0,0,0,1,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2001,2,0,0,2,0,0,0,4,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2001,1,0,0,0,0,1,0,2,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2001,5,0,0,8,0,0,0,13,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2001,7,4,0,3,0,0,0,14,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2001,5,5,0,8,0,3,0,21,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2001,4,0,0,2,0,0,0,6,EASTERN REGION
MEGHALAYA,RI-BHOI,2001,2,2,0,2,0,0,0,6,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2002,1,0,0,2,0,0,0,3,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2002,1,1,0,0,0,0,0,2,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2002,5,0,0,8,0,0,0,13,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2002,2,1,0,5,0,0,0,8,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2002,19,4,0,5,0,0,0,28,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2002,7,0,0,3,0,0,0,10,EASTERN REGION
MEGHALAYA,RI-BHOI,2002,3,4,0,0,0,0,0,7,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2003,1,0,0,0,0,0,0,1,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2003,3,0,0,1,0,0,0,4,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2003,6,0,0,5,0,0,0,11,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2003,11,0,0,0,0,0,0,11,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2003,10,7,0,7,1,4,0,29,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2003,6,0,0,0,0,0,0,6,EASTERN REGION
MEGHALAYA,RI-BHOI,2003,3,3,0,0,0,0,0,6,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2004,0,0,0,1,0,0,0,1,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2004,1,0,0,0,0,0,0,1,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2004,12,4,1,10,0,0,0,27,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2004,11,1,0,5,0,0,0,17,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2004,17,12,1,13,0,5,0,48,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2004,9,0,0,3,0,0,0,12,EASTERN REGION
MEGHALAYA,RI-BHOI,2004,4,1,0,2,0,0,0,7,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2005,4,0,0,0,0,0,0,4,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2005,0,0,0,2,0,0,0,2,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2005,3,5,0,9,0,2,0,19,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2005,10,3,0,10,0,0,0,23,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2005,25,10,1,10,0,1,0,47,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2005,12,0,0,7,0,0,0,19,EASTERN REGION
MEGHALAYA,RI-BHOI,2005,9,1,0,6,0,0,0,16,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2006,3,1,0,7,0,0,0,11,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2006,0,0,0,1,0,0,0,1,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2006,10,6,0,14,0,0,0,30,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2006,19,0,0,4,0,0,0,23,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2006,30,18,6,23,0,13,0,90,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2006,6,0,0,0,0,0,0,6,EASTERN REGION
MEGHALAYA,RI-BHOI,2006,6,0,0,8,0,0,0,14,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2007,4,0,0,3,0,0,0,7,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2007,1,0,0,0,0,0,0,1,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2007,4,10,0,12,1,4,0,31,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2007,26,1,0,6,0,0,0,33,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2007,32,10,2,11,0,13,0,68,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2007,8,0,0,2,0,0,0,10,EASTERN REGION
MEGHALAYA,RI-BHOI,2007,7,1,0,11,0,2,0,21,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2008,1,2,0,1,0,0,0,4,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2008,2,0,0,0,0,0,0,2,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2008,10,4,0,21,3,13,0,51,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2008,18,4,0,7,0,0,0,29,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2008,34,10,2,14,1,19,0,80,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2008,16,3,0,2,0,0,0,21,EASTERN REGION
MEGHALAYA,RI-BHOI,2008,7,2,0,9,0,0,0,18,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2009,3,1,0,6,1,0,0,11,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2009,0,0,0,2,0,1,0,3,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2009,8,13,0,22,0,13,0,56,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2009,24,1,0,8,0,0,0,33,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2009,34,7,0,26,0,9,0,76,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2009,20,0,0,4,0,0,0,24,EASTERN REGION
MEGHALAYA,RI-BHOI,2009,23,4,0,4,0,1,1,33,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2010,5,3,0,3,0,0,0,11,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2010,4,3,0,0,0,1,0,8,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2010,15,20,0,18,0,5,0,58,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2010,33,3,0,1,0,0,0,37,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2010,41,2,0,10,0,17,0,70,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2010,28,4,0,10,0,0,0,42,EASTERN REGION
MEGHALAYA,RI-BHOI,2010,23,2,0,6,0,1,0,32,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2011,3,0,0,0,0,0,0,3,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2011,2,4,0,2,0,1,0,9,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2011,8,9,1,22,1,8,0,49,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2011,43,8,0,6,0,0,0,57,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2011,42,8,0,32,0,11,0,93,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2011,15,5,0,8,0,0,0,28,EASTERN REGION
MEGHALAYA,RI-BHOI,2011,17,3,0,4,0,1,3,28,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2012,2,1,0,3,0,0,0,6,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2012,6,2,0,2,0,1,0,11,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2012,6,7,0,2,0,0,0,15,EASTERN REGION
MEGHALAYA,JAINTIA HILLS,2012,32,5,0,3,0,0,0,40,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2012,58,5,1,21,0,13,0,98,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2012,28,0,0,8,0,0,0,36,EASTERN REGION
MEGHALAYA,RI-BHOI,2012,32,4,0,4,0,2,0,42,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2013,5,1,0,6,0,0,0,12,EASTERN REGION
MEGHALAYA,GARO HILLS NORTH,2013,1,5,0,0,0,1,0,7,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2013,7,1,0,2,0,1,0,11,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH W.,2013,10,1,0,5,0,0,0,16,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2013,15,1,0,16,0,6,0,38,EASTERN REGION
MEGHALAYA,JAINTIA HILLS EAST,2013,14,1,0,3,0,0,0,18,EASTERN REGION
MEGHALAYA,JAINTIA HILLS WEST,2013,24,0,0,10,0,2,0,36,EASTERN REGION
MEGHALAYA,KHASI HILLS SOUTH W.,2013,11,2,0,2,0,2,0,17,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2013,12,4,0,14,0,0,0,30,EASTERN REGION
MEGHALAYA,RI-BHOI,2013,29,6,0,8,0,0,0,43,EASTERN REGION
MEGHALAYA,GARO HILLS NORTH,2014,3,8,0,8,0,1,0,20,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2014,3,4,0,3,0,3,0,13,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2014,11,9,0,11,7,10,0,48,EASTERN REGION
MEGHALAYA,JAINTIA HILLS WEST,2014,10,2,0,5,3,1,0,21,EASTERN REGION
MEGHALAYA,JAINTIA HILLS EAST,2014,11,0,0,7,0,0,0,18,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2014,14,7,0,45,35,26,0,127,EASTERN REGION
MEGHALAYA,KHASI HILLS SOUTH WEST,2014,12,0,1,0,7,0,0,20,EASTERN REGION
MEGHALAYA,KHASI HILLS WEST,2014,19,1,0,4,0,0,0,24,EASTERN REGION
MEGHALAYA,RI-BHOI,2014,28,6,0,11,0,0,0,45,EASTERN REGION
MEGHALAYA,GARO HILLS EAST,2015,2,0,0,5,0,1,0,8,EASTERN REGION
MEGHALAYA,GARO HILLS NORTH,2015,5,10,0,5,0,1,0,21,EASTERN REGION
MEGHALAYA,GARO HILLS SOUTH,2015,2,3,0,2,0,0,0,7,EASTERN REGION
MEGHALAYA,GARO HILLS WEST,2015,10,20,0,10,1,9,0,50,EASTERN REGION
MEGHALAYA,JAINTIA HILLS WEST,2015,9,7,0,0,0,0,0,16,EASTERN REGION
MEGHALAYA,JAINTIA HILLS EAST,2015,5,2,0,8,0,0,0,15,EASTERN REGION
MEGHALAYA,KHASI HILLS EAST,2015,15,3,0,43,17,24,0,102,EASTERN REGION
MEGHALAYA,KHASI HILLS SOUTH WEST,2015,4,0,0,2,0,0,0,6,EASTERN REGION
MEGHALAYA,RI-BHOI,2015,33,11,1,8,1,1,0,55,EASTERN REGION
MIZORAM,AIZAWL,2001,26,0,0,13,0,1,0,40,EASTERN REGION
MIZORAM,CHAMPHAI,2001,7,0,0,7,0,0,0,14,EASTERN REGION
MIZORAM,KOLASIB,2001,6,0,0,15,0,0,0,21,EASTERN REGION
MIZORAM,LAWNGTLAI,2001,2,0,0,0,0,0,0,2,EASTERN REGION
MIZORAM,LUNGLEI,2001,3,0,0,11,0,0,0,14,EASTERN REGION
MIZORAM,SAIHA,2001,3,0,0,6,0,0,0,9,EASTERN REGION
MIZORAM,SERCHHIP,2001,5,1,0,0,0,0,1,7,EASTERN REGION
MIZORAM,AIZAWL,2002,36,0,0,28,0,2,0,66,EASTERN REGION
MIZORAM,CHAMPHAI,2002,9,0,0,10,0,0,0,19,EASTERN REGION
MIZORAM,KOLASIB,2002,5,0,0,6,0,1,0,12,EASTERN REGION
MIZORAM,LAWNGTLAI,2002,2,0,0,4,0,0,0,6,EASTERN REGION
MIZORAM,LUNGLEI,2002,11,0,0,11,0,0,0,22,EASTERN REGION
MIZORAM,MAMIT,2002,4,0,0,0,0,0,0,4,EASTERN REGION
MIZORAM,SAIHA,2002,7,1,0,14,0,0,0,22,EASTERN REGION
MIZORAM,SERCHHIP,2002,2,1,0,0,0,0,0,3,EASTERN REGION
MIZORAM,AIZAWL,2003,24,1,0,25,0,3,0,53,EASTERN REGION
MIZORAM,CHAMPHAI,2003,10,0,0,11,0,0,0,21,EASTERN REGION
MIZORAM,KOLASIB,2003,5,0,0,11,0,0,0,16,EASTERN REGION
MIZORAM,LAWNGTLAI,2003,1,0,0,6,0,0,0,7,EASTERN REGION
MIZORAM,LUNGLEI,2003,6,0,0,15,0,0,0,21,EASTERN REGION
MIZORAM,MAMIT,2003,1,0,0,0,0,0,0,1,EASTERN REGION
MIZORAM,SAIHA,2003,4,1,0,11,0,0,0,16,EASTERN REGION
MIZORAM,SERCHHIP,2003,3,0,0,9,0,0,0,12,EASTERN REGION
MIZORAM,AIZAWL,2004,6,0,0,30,0,0,0,36,EASTERN REGION
MIZORAM,CHAMPHAI,2004,3,0,0,5,0,0,0,8,EASTERN REGION
MIZORAM,KOLASIB,2004,2,0,0,2,0,0,0,4,EASTERN REGION
MIZORAM,LAWNGTLAI,2004,1,0,0,5,0,0,0,6,EASTERN REGION
MIZORAM,LUNGLEI,2004,2,0,0,10,0,0,0,12,EASTERN REGION
MIZORAM,MAMIT,2004,2,0,0,2,0,0,0,4,EASTERN REGION
MIZORAM,SAIHA,2004,1,0,0,10,0,0,0,11,EASTERN REGION
MIZORAM,SERCHHIP,2004,3,0,0,2,0,0,0,5,EASTERN REGION
MIZORAM,AIZAWL,2005,10,0,0,10,2,0,0,22,EASTERN REGION
MIZORAM,CHAMPHAI,2005,5,0,0,7,0,0,0,12,EASTERN REGION
MIZORAM,KOLASIB,2005,2,0,0,0,0,0,0,2,EASTERN REGION
MIZORAM,LAWNGTLAI,2005,2,0,2,6,1,0,0,11,EASTERN REGION
MIZORAM,LUNGLEI,2005,6,0,0,8,0,0,0,14,EASTERN REGION
MIZORAM,MAMIT,2005,6,0,0,3,0,0,0,9,EASTERN REGION
MIZORAM,SAIHA,2005,2,0,2,9,1,0,0,14,EASTERN REGION
MIZORAM,SERCHHIP,2005,4,0,0,6,0,0,0,10,EASTERN REGION
MIZORAM,AIZAWL,2006,31,0,0,24,0,1,0,56,EASTERN REGION
MIZORAM,CHAMPHAI,2006,12,0,0,6,0,0,0,18,EASTERN REGION
MIZORAM,KOLASIB,2006,8,0,0,6,0,0,0,14,EASTERN REGION
MIZORAM,LAWNGTLAI,2006,1,0,0,2,0,0,0,3,EASTERN REGION
MIZORAM,LUNGLEI,2006,9,0,0,7,0,0,0,16,EASTERN REGION
MIZORAM,MAMIT,2006,2,0,0,1,0,0,0,3,EASTERN REGION
MIZORAM,SAIHA,2006,5,1,0,3,0,0,0,9,EASTERN REGION
MIZORAM,SERCHHIP,2006,4,0,0,2,0,0,0,6,EASTERN REGION
MIZORAM,AIZAWL,2007,35,0,0,38,0,2,0,75,EASTERN REGION
MIZORAM,CHAMPHAI,2007,12,0,0,3,0,0,0,15,EASTERN REGION
MIZORAM,KOLASIB,2007,12,0,0,6,0,0,0,18,EASTERN REGION
MIZORAM,LAWNGTLAI,2007,3,0,0,5,0,0,0,8,EASTERN REGION
MIZORAM,LUNGLEI,2007,9,0,0,7,0,0,0,16,EASTERN REGION
MIZORAM,MAMIT,2007,1,0,0,3,0,0,0,4,EASTERN REGION
MIZORAM,SAIHA,2007,3,0,0,3,0,0,0,6,EASTERN REGION
MIZORAM,SERCHHIP,2007,8,0,0,1,0,0,0,9,EASTERN REGION
MIZORAM,AIZAWL,2008,39,0,0,36,0,4,0,79,EASTERN REGION
MIZORAM,CHAMPHAI,2008,7,0,0,5,0,0,0,12,EASTERN REGION
MIZORAM,KOLASIB,2008,9,1,0,11,0,1,0,22,EASTERN REGION
MIZORAM,LAWNGTLAI,2008,8,0,0,2,0,0,0,10,EASTERN REGION
MIZORAM,LUNGLEI,2008,8,0,0,13,0,0,0,21,EASTERN REGION
MIZORAM,MAMIT,2008,2,0,0,3,0,0,0,5,EASTERN REGION
MIZORAM,SAIHA,2008,0,0,0,1,0,0,0,1,EASTERN REGION
MIZORAM,SERCHHIP,2008,4,0,0,7,0,0,0,11,EASTERN REGION
MIZORAM,AIZAWL,2009,27,0,0,29,0,4,0,60,EASTERN REGION
MIZORAM,CHAMPHAI,2009,15,0,0,4,0,0,0,19,EASTERN REGION
MIZORAM,KOLASIB,2009,7,0,0,9,0,0,0,16,EASTERN REGION
MIZORAM,LAWNGTLAI,2009,5,0,0,0,0,0,0,5,EASTERN REGION
MIZORAM,LUNGLEI,2009,12,0,0,8,1,0,0,21,EASTERN REGION
MIZORAM,MAMIT,2009,9,0,0,4,0,0,0,13,EASTERN REGION
MIZORAM,SAIHA,2009,3,0,0,0,0,0,0,3,EASTERN REGION
MIZORAM,SERCHHIP,2009,5,0,0,7,0,0,0,12,EASTERN REGION
MIZORAM,AIZAWL,2010,34,0,0,42,0,2,0,78,EASTERN REGION
MIZORAM,CHAMPHAI,2010,20,0,0,5,0,0,0,25,EASTERN REGION
MIZORAM,KOLASIB,2010,8,0,0,3,0,0,0,11,EASTERN REGION
MIZORAM,LAWNGTLAI,2010,6,0,0,2,0,0,0,8,EASTERN REGION
MIZORAM,LUNGLEI,2010,9,0,0,10,0,0,0,19,EASTERN REGION
MIZORAM,MAMIT,2010,6,0,0,6,0,0,0,12,EASTERN REGION
MIZORAM,SAIHA,2010,3,0,0,1,0,0,0,4,EASTERN REGION
MIZORAM,SERCHHIP,2010,6,0,0,6,0,1,0,13,EASTERN REGION
MIZORAM,AIZAWL,2011,35,0,0,43,0,9,0,87,EASTERN REGION
MIZORAM,CHAMPHAI,2011,10,0,0,10,0,0,0,20,EASTERN REGION
MIZORAM,KOLASIB,2011,7,0,0,3,1,0,0,11,EASTERN REGION
MIZORAM,LAWNGTLAI,2011,2,0,0,0,0,0,0,2,EASTERN REGION
MIZORAM,LUNGLEI,2011,13,0,0,3,0,0,0,16,EASTERN REGION
MIZORAM,MAMIT,2011,4,0,0,4,0,0,0,8,EASTERN REGION
MIZORAM,SAIHA,2011,2,0,0,5,0,0,0,7,EASTERN REGION
MIZORAM,SERCHHIP,2011,4,0,0,4,0,0,0,8,EASTERN REGION
MIZORAM,AIZAWL,2012,42,0,0,44,0,8,0,94,EASTERN REGION
MIZORAM,CHAMPHAI,2012,12,1,0,15,0,0,0,28,EASTERN REGION
MIZORAM,KOLASIB,2012,9,0,0,9,0,0,0,18,EASTERN REGION
MIZORAM,LAWNGTLAI,2012,7,1,0,0,0,0,0,8,EASTERN REGION
MIZORAM,LUNGLEI,2012,16,0,0,4,0,0,0,20,EASTERN REGION
MIZORAM,MAMIT,2012,10,0,0,3,0,0,0,13,EASTERN REGION
MIZORAM,SAIHA,2012,0,1,0,1,0,0,0,2,EASTERN REGION
MIZORAM,SERCHHIP,2012,7,0,0,9,0,0,0,16,EASTERN REGION
MIZORAM,AIZAWL,2013,37,1,0,37,0,5,0,80,EASTERN REGION
MIZORAM,CHAMPHAI,2013,12,0,0,5,0,0,0,17,EASTERN REGION
MIZORAM,KOLASIB,2013,9,1,0,7,0,0,0,17,EASTERN REGION
MIZORAM,LAWNGTLAI,2013,3,0,0,6,0,0,0,9,EASTERN REGION
MIZORAM,LUNGLEI,2013,15,0,0,13,0,0,0,28,EASTERN REGION
MIZORAM,SAIHA,2013,4,0,0,1,0,0,0,5,EASTERN REGION
MIZORAM,SPL NARCOTIC,2013,0,0,0,0,0,0,0,0,EASTERN REGION
MIZORAM,TRAFFIC PS,2013,0,0,0,0,0,0,0,0,EASTERN REGION
MIZORAM,AIZAWL,2014,39,1,0,58,0,5,0,103,EASTERN REGION
MIZORAM,CHAMPHAI,2014,22,1,0,0,29,0,0,52,EASTERN REGION
MIZORAM,KOLASIB,2014,10,1,0,10,0,1,0,22,EASTERN REGION
MIZORAM,LUNGLEI,2014,14,0,0,13,0,0,0,27,EASTERN REGION
MIZORAM,MAMIT,2014,10,0,0,6,0,2,0,18,EASTERN REGION
MIZORAM,SAIHA,2014,4,0,0,2,0,0,0,6,EASTERN REGION
MIZORAM,SERCHHIP,2014,12,0,0,3,0,0,0,15,EASTERN REGION
MIZORAM,SPL TRAFFIC,2014,0,0,0,0,0,0,0,0,EASTERN REGION
MIZORAM,AIZAWL,2015,17,3,0,30,1,3,0,54,EASTERN REGION
MIZORAM,CHAMPHAI,2015,5,0,0,5,0,0,0,10,EASTERN REGION
MIZORAM,LAWNGTLAI,2015,7,1,0,3,0,0,0,11,EASTERN REGION
MIZORAM,LUNGLEI,2015,9,0,0,16,1,0,0,26,EASTERN REGION
MIZORAM,MAMIT,2015,1,0,0,9,0,2,0,12,EASTERN REGION
MIZORAM,SAIHA,2015,6,0,0,2,0,0,0,8,EASTERN REGION
MIZORAM,SERCHHIP,2015,7,1,0,3,0,1,0,12,EASTERN REGION
MIZORAM,SPL TRAFFIC,2015,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,DIMAPUR,2001,4,4,0,0,0,0,0,8,EASTERN REGION
NAGALAND,KIPHIRE,2001,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MOKOKCHUNG,2001,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,MON,2001,2,2,0,0,0,0,0,4,EASTERN REGION
NAGALAND,PEREN,2001,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PHEK,2001,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,TUENSANG,2001,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,WOKHA,2001,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,DIMAPUR,2002,3,2,0,1,0,0,0,6,EASTERN REGION
NAGALAND,KIPHIRE,2002,1,1,0,0,0,0,0,2,EASTERN REGION
NAGALAND,KOHIMA,2002,9,0,0,0,0,0,0,9,EASTERN REGION
NAGALAND,MOKOKCHUNG,2002,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MON,2002,0,1,0,0,0,0,0,1,EASTERN REGION
NAGALAND,PEREN,2002,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PHEK,2002,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,TUENSANG,2002,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2002,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,ZUNHEBOTO,2002,1,0,0,0,0,0,0,1,EASTERN REGION
